home_team,away_team,home1,home2,home3,home4,home5,home6,home7,home8,home9,home10,home11,away1,away2,away3,away4,away5,away6,away7,away8,away9,away10,away11,home_score,away_score,season
chelsea-fc,everton-fc,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas,John Mikel,Nemanja MatiÄ, Willian, Pedro, Diego Costa,Tim Howard,Leighton Baines,John Stones,Phil Jagielka,Bryan Oviedo,Aaron Lennon,Muhamed BeÅ¡iÄ,Gareth Barry,Ross Barkley,Romelu Lukaku,Kevin Mirallas,3.0,3.0,2016
chelsea-fc,leicester-city,Thibaut Courtois,Branislav IvanoviÄ,Abdul Rahman Baba,Gary Cahill, Azpilicueta, Cesc FÃ bregas,Nemanja MatiÄ, Willian,Eden Hazard,Bertrand TraorÃ©, Pedro,Kasper Schmeichel,Wes Morgan,Danny Simpson,Marcin Wasilewski,Christian Fuchs,Danny Drinkwater,Andy King,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Demarai Gray,1.0,1.0,2016
chelsea-fc,liverpool-fc,Asmir BegoviÄ,Kurt Zouma,Gary Cahill,John Terry, Azpilicueta, Ramires, Oscar,John Mikel, Willian,Eden Hazard, Diego Costa,Simon Mignolet,Nathaniel Clyne,Mamadou Sakho, Alberto Moreno,Martin Å krtel,James Milner, Coutinho,Adam Lallana, Lucas Leiva,Emre Can, Roberto Firmino,1.0,3.0,2016
chelsea-fc,manchester-city,Thibaut Courtois,Branislav IvanoviÄ,Abdul Rahman Baba,Gary Cahill, Azpilicueta, Cesc FÃ bregas,John Mikel, Willian,Ruben Loftus-Cheek, Pedro, Diego Costa,Joe Hart,Pablo Zabaleta,Aleksandar Kolarov,Eliaquim Mangala,NicolÃ¡s Otamendi,Samir Nasri, JesÃºs Navas,Kevin De Bruyne, Fernandinho,Yaya TourÃ©,Kun AgÃ¼ero,0.0,3.0,2016
chelsea-fc,manchester-united,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,John Mikel,Nemanja MatiÄ, Willian, Diego Costa, De Gea,Chris Smalling,Daley Blind,Matteo Darmian,Cameron Borthwick-Jackson, Mata,Michael Carrick,Marouane Fellaini,Jesse Lingard,Anthony Martial,Wayne Rooney,1.0,1.0,2016
chelsea-fc,newcastle-united,Thibaut Courtois,Branislav IvanoviÄ,Gary Cahill,John Terry, Azpilicueta, Cesc FÃ bregas,Nemanja MatiÄ, Willian,Eden Hazard, Pedro, Diego Costa,Rob Elliot,Fabricio Coloccini,Daryl Janmaat,Steven Taylor,Georginio Wijnaldum,Moussa Sissoko,Jonjo Shelvey,Rolando Aarons,Cheick TiotÃ©,Andros Townsend,Aleksandar MitroviÄ,5.0,1.0,2016
chelsea-fc,norwich-city,Asmir BegoviÄ,Branislav IvanoviÄ,Kurt Zouma,John Terry, Cesc FÃ bregas,Nemanja MatiÄ, Willian,Eden Hazard, Kenedy, Pedro, Diego Costa,John Ruddy,Andre Wisdom,SÃ©bastien Bassong,Robbie Brady,Martin Olsson,Ryan Bennett,Jonny Howson,Youssuf Mulumbu,Nathan Redmond,Gary O'Neil,Dieumerci Mbokani,1.0,0.0,2016
chelsea-fc,southampton-fc,Asmir BegoviÄ,Branislav IvanoviÄ,Gary Cahill,John Terry, Azpilicueta, Cesc FÃ bregas, Ramires, Oscar, Willian,Radamel Falcao,Eden Hazard,Maarten Stekelenburg, CÃ©dric Soares, JosÃ© Fonte,Virgil van Dijk,Ryan Bertrand,Steven Davis,Victor Wanyama, Oriol Romeu,Sadio ManÃ©,DuÅ¡an TadiÄ,Graziano PellÃ¨,1.0,3.0,2016
chelsea-fc,stoke-city,Thibaut Courtois,Branislav IvanoviÄ,Abdul Rahman Baba,Gary Cahill, Azpilicueta, Oscar,John Mikel,Nemanja MatiÄ, Willian,Eden Hazard,Bertrand TraorÃ©,Jack Butland,Erik Pieters, Muniesa,Geoff Cameron,Philipp Wollscheid,Glenn Whelan,Ibrahim Afellay,Giannelli Imbula,Xherdan Shaqiri,Marko ArnautoviÄ,Mame Diouf,1.0,1.0,2016
chelsea-fc,sunderland-afc,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,Nemanja MatiÄ, Willian, Pedro, Diego Costa,Costel Pantilimon,Billy Jones,Patrick van Aanholt,YounÃ¨s Kaboul,John O'Shea,SebastiÃ¡n Coates,Jack Rodwell,Ola Toivonen,Yann M'Vila,Jermain Defoe,Duncan Watmore,3.0,1.0,2016
chelsea-fc,swansea-city,Thibaut Courtois,Branislav IvanoviÄ,Gary Cahill,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,Nemanja MatiÄ, Willian,Eden Hazard, Diego Costa,Åukasz FabiaÅski,Neil Taylor,Ashley Williams,Kyle Naughton,Federico FernÃ¡ndez,Sung-yueng Ki,Jonjo Shelvey,Jefferson Montero,Gylfi SigurÃ°sson,AndrÃ© Ayew,BafÃ©timbi Gomis,2.0,2.0,2016
chelsea-fc,tottenham-hotspur,Asmir BegoviÄ,Branislav IvanoviÄ,Gary Cahill,John Terry, Azpilicueta, Cesc FÃ bregas,John Mikel,Nemanja MatiÄ, Willian, Pedro, Diego Costa,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Eric Dier,Mousa DembÃ©lÃ©,Christian Eriksen,Heung-min Son,Harry Kane,Ãrik Lamela,2.0,2.0,2016
chelsea-fc,watford-fc,Thibaut Courtois,Branislav IvanoviÄ,Gary Cahill,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,Nemanja MatiÄ, Willian, Pedro, Diego Costa, Gomes,Allan Nyom,Miguel Britos,Craig Cathcart,JosÃ© Holebas, Jurado,Almen Abdi,Ben Watson,Ãtienne Capoue,Troy Deeney,Odion Ighalo,2.0,2.0,2016
chelsea-fc,west-bromwich-albion,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,John Mikel, Willian, Pedro, Diego Costa,Boaz Myhill,Jonas Olsson,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Chris Brunt,Darren Fletcher,James McClean,SalomÃ³n RondÃ³n,2.0,2.0,2016
chelsea-fc,west-ham-united,Thibaut Courtois,Branislav IvanoviÄ,Gary Cahill,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,John Mikel, Willian, Kenedy,LoÃ¯c RÃ©my, AdriÃ¡n,Winston Reid,Aaron Cresswell,Angelo Ogbonna,Cheikhou KouyatÃ©,Mark Noble,Dimitri Payet,Manuel Lanzini,Michail Antonio,Enner Valencia,Diafra Sakho,2.0,2.0,2016
crystal-palace,afc-bournemouth,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Chung-yong Lee,Mile Jedinak,James McArthur,Jason Puncheon,Fraizer Campbell,Wilfried Zaha,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Marc Pugh,Harry Arter,Matt Ritchie,Benik Afobe,1.0,2.0,2016
crystal-palace,arsenal-fc,Alex McCarthy,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Connor Wickham,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Francis Coquelin,Olivier Giroud,Alexis SÃ¡nchez,1.0,2.0,2016
crystal-palace,aston-villa,Alex McCarthy,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,James McArthur,Bakary Sako,Jason Puncheon,Wilfried Zaha,Glenn Murray,Brad Guzan,Micah Richards,Ciaran Clark,Leandro Bacuna,Jordan Amavi,Idrissa Gueye,Ashley Westwood,Carlos SÃ¡nchez,Jack Grealish,Gabriel Agbonlahor,Rudy Gestede,2.0,1.0,2016
crystal-palace,chelsea-fc,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Chung-yong Lee,Mile Jedinak,James McArthur,Jason Puncheon,Fraizer Campbell,Wilfried Zaha,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas, Oscar,John Mikel, Willian,Eden Hazard, Diego Costa,0.0,3.0,2016
crystal-palace,everton-fc,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,Mile Jedinak,Jason Puncheon,Wilfried Zaha,Dwight Gayle, Joel,Leighton Baines,John Stones,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,James McCarthy,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku,0.0,0.0,2016
crystal-palace,leicester-city,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,Mile Jedinak,Joe Ledley,Wilfried Zaha,Emmanuel Adebayor,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,0.0,1.0,2016
crystal-palace,liverpool-fc,Alex McCarthy,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,Mile Jedinak,Joe Ledley,Wilfried Zaha,Emmanuel Adebayor,Simon Mignolet,Dejan Lovren,Mamadou Sakho, Alberto Moreno,Jon Flanagan,James Milner,Jordan Henderson,Adam Lallana,Emre Can, Roberto Firmino,Divock Origi,1.0,2.0,2016
crystal-palace,manchester-city,Alex McCarthy,Brede Hangeland,Scott Dann,Pape SouarÃ©,Martin Kelly,Yohan Cabaye,Yannick Bolasie,James McArthur,Bakary Sako,Jason Puncheon,Wilfried Zaha,Joe Hart,Bacary Sagna,Vincent Kompany,Aleksandar Kolarov,Eliaquim Mangala,Samir Nasri, JesÃºs Navas, Fernandinho,Yaya TourÃ©,Kun AgÃ¼ero,Wilfried Bony,0.0,1.0,2016
crystal-palace,manchester-united,Wayne Hennessey,Joel Ward,Scott Dann,Damien Delaney,Martin Kelly,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Dwight Gayle, De Gea,Marcos Rojo,Chris Smalling,Daley Blind,Matteo Darmian, Mata, Ander Herrera,Morgan Schneiderlin,Bastian Schweinsteiger,Anthony Martial,Wayne Rooney,0.0,0.0,2016
crystal-palace,newcastle-united,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Connor Wickham,Rob Elliot,Fabricio Coloccini,Paul Dummett,Chancel Mbemba,Daryl Janmaat,Jack Colback,Georginio Wijnaldum,Moussa Sissoko,Vurnon Anita, Ayoze PÃ©rez,Papiss Demba CissÃ©,5.0,1.0,2016
crystal-palace,norwich-city,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,Mile Jedinak,Bakary Sako,Jason Puncheon,Dwight Gayle,John Ruddy,Andre Wisdom,Robbie Brady,Timm Klose,Martin Olsson,Ryan Bennett,Jonny Howson,Matthew Jarvis,Gary O'Neil,Steven Naismith,Dieumerci Mbokani,1.0,0.0,2016
crystal-palace,southampton-fc,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Connor Wickham,Paulo Gazzaniga, CÃ©dric Soares,Maya Yoshida, JosÃ© Fonte,Virgil van Dijk,Ryan Bertrand,Steven Davis,Victor Wanyama, Oriol Romeu,Shane Long,Sadio ManÃ©,1.0,0.0,2016
crystal-palace,stoke-city,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Dwight Gayle,Connor Wickham,Jakob Haugaard,Phil Bardsley,Erik Pieters,Ryan Shawcross,Geoff Cameron,Glenn Whelan,Charlie Adam,Giannelli Imbula,Xherdan Shaqiri,Marko ArnautoviÄ,Peter Crouch,2.0,1.0,2016
crystal-palace,sunderland-afc,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Connor Wickham,Costel Pantilimon,Billy Jones,Patrick van Aanholt,YounÃ¨s Kaboul,John O'Shea,SebastiÃ¡n Coates,Lee Cattermole,Sebastian Larsson,Yann M'Vila,Jermain Defoe,Steven Fletcher,0.0,1.0,2016
crystal-palace,swansea-city,Wayne Hennessey,Joel Ward,Brede Hangeland,Scott Dann,Pape SouarÃ©,Yohan Cabaye,Mile Jedinak,James McArthur,Jason Puncheon,Wilfried Zaha,Marouane Chamakh,Åukasz FabiaÅski, Jordi Amat,Neil Taylor,Ashley Williams,Kyle Naughton,Jonjo Shelvey,Matt Grimes,Jack Cork,Marvin Emnes,BafÃ©timbi Gomis,Modou Barrow,0.0,0.0,2016
crystal-palace,tottenham-hotspur,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,James McArthur,Joe Ledley,Jason Puncheon,Wilfried Zaha,Connor Wickham,Hugo Lloris,Danny Rose,Toby Alderweireld,Jan Vertonghen,Kieran Trippier,Eric Dier,Mousa DembÃ©lÃ©,Dele Alli,Christian Eriksen,Heung-min Son,Harry Kane,1.0,3.0,2016
crystal-palace,watford-fc,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Mile Jedinak,Jordon Mutch,Wilfried Zaha,Connor Wickham,Emmanuel Adebayor, Gomes,Allan Nyom,Sebastian PrÃ¶dl,Craig Cathcart,Nathan AkÃ©,Valon Behrami,Ben Watson,Ãtienne Capoue,Troy Deeney,Nordin Amrabat,Odion Ighalo,1.0,2.0,2016
crystal-palace,west-bromwich-albion,Wayne Hennessey,Brede Hangeland,Scott Dann,Pape SouarÃ©,Martin Kelly,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Dwight Gayle,Boaz Myhill,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Chris Brunt,Darren Fletcher,James McClean,Saido Berahino,SalomÃ³n RondÃ³n,2.0,0.0,2016
crystal-palace,west-ham-united,Wayne Hennessey,Brede Hangeland,Scott Dann,Pape SouarÃ©,Martin Kelly,Yohan Cabaye,Yannick Bolasie,James McArthur,Jason Puncheon,Wilfried Zaha,Dwight Gayle, AdriÃ¡n,Aaron Cresswell,James Tomkins,Carl Jenkinson,James Collins,Cheikhou KouyatÃ©,Mark Noble,Dimitri Payet,Manuel Lanzini,Diafra Sakho,Victor Moses,1.0,3.0,2016
everton-fc,afc-bournemouth,Tim Howard,Leighton Baines,John Stones,Matthew Pennington,Darron Gibson,Aaron Lennon,Tom Cleverley,James McCarthy,Muhamed BeÅ¡iÄ,Ross Barkley,Oumar Niasse,Artur Boruc,Simon Francis,Steve Cook,Tommy Elphick,Charlie Daniels,Andrew Surman,Marc Pugh,Harry Arter,Matt Ritchie,Callum Wilson,Joshua King,2.0,1.0,2016
everton-fc,arsenal-fc, Joel,Leighton Baines,Phil Jagielka,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,Tom Cleverley,James McCarthy,Muhamed BeÅ¡iÄ,Ross Barkley,Romelu Lukaku,David Ospina, Gabriel Paulista,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Francis Coquelin,Mohamed El Neny,Alexis SÃ¡nchez,Danny Welbeck,Alex Iwobi,0.0,2.0,2016
everton-fc,aston-villa,Tim Howard,John Stones,SÃ©amus Coleman,Ramiro Funes Mori,Brendan Galloway,James McCarthy,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku, Gerard Deulofeu,Brad Guzan,Micah Richards,Ciaran Clark,Alan Hutton,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Kieran Richardson,Jack Grealish,Jordan Ayew, Carles Gil,4.0,0.0,2016
everton-fc,chelsea-fc,Tim Howard,John Stones,Phil Jagielka,SÃ©amus Coleman,Brendan Galloway,James McCarthy,Muhamed BeÅ¡iÄ,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku,Asmir BegoviÄ,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Cesc FÃ bregas,John Mikel,Nemanja MatiÄ,Eden Hazard, Pedro, Diego Costa,3.0,1.0,2016
everton-fc,crystal-palace,Tim Howard,John Stones,SÃ©amus Coleman,Ramiro Funes Mori,Brendan Galloway,Tom Cleverley,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku, Gerard Deulofeu,Wayne Hennessey,Joel Ward,Scott Dann,Pape SouarÃ©,Damien Delaney,Yohan Cabaye,Yannick Bolasie,Mile Jedinak,James McArthur,Jason Puncheon,Connor Wickham,1.0,1.0,2016
everton-fc,leicester-city,Tim Howard,Leighton Baines,John Stones,SÃ©amus Coleman,Ramiro Funes Mori,Tom Cleverley,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku, Gerard Deulofeu,Kasper Schmeichel,Wes Morgan,Danny Simpson,Marcin Wasilewski,Christian Fuchs,Andy King,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,2.0,3.0,2016
everton-fc,liverpool-fc,Tim Howard,Phil Jagielka,Ramiro Funes Mori,Tyias Browning,Brendan Galloway,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku,Steven Naismith, Gerard Deulofeu,Simon Mignolet,Nathaniel Clyne,Mamadou Sakho, Alberto Moreno,Martin Å krtel,James Milner, Coutinho, Lucas Leiva,Emre Can,Daniel Sturridge,Danny Ings,1.0,1.0,2016
everton-fc,manchester-city,Tim Howard,John Stones,Phil Jagielka,SÃ©amus Coleman,Brendan Galloway,Tom Cleverley,James McCarthy,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku,Joe Hart,Bacary Sagna,Vincent Kompany,Aleksandar Kolarov,Eliaquim Mangala, JesÃºs Navas, David Silva, Fernandinho,Yaya TourÃ©,Raheem Sterling,Kun AgÃ¼ero,0.0,2.0,2016
everton-fc,manchester-united,Tim Howard,John Stones,Phil Jagielka,SÃ©amus Coleman,Brendan Galloway,Aaron Lennon,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku,Steven Naismith, De Gea,Phil Jones,Marcos Rojo,Chris Smalling,Matteo Darmian, Mata, Ander Herrera,Morgan Schneiderlin,Bastian Schweinsteiger,Anthony Martial,Wayne Rooney,0.0,3.0,2016
everton-fc,newcastle-united, Joel,Phil Jagielka,Bryan Oviedo,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,Tom Cleverley,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku,Rob Elliot,Fabricio Coloccini,Paul Dummett,Chancel Mbemba,Daryl Janmaat,Georginio Wijnaldum,Moussa Sissoko,Jonjo Shelvey, Ayoze PÃ©rez,Henri Saivet,Andros Townsend,3.0,0.0,2016
everton-fc,norwich-city,Tim Howard,Leighton Baines,John Stones,Phil Jagielka,Matthew Pennington,James McCarthy,Gareth Barry,Tom Davies,Kieran Dowell,Romelu Lukaku,Kevin Mirallas,John Ruddy,Russell Martin,Martin Olsson,Ryan Bennett, Ivo Pinto,Matthew Jarvis,Graham Dorrans,Nathan Redmond,Gary O'Neil,Steven Naismith,Cameron Jerome,3.0,0.0,2016
everton-fc,southampton-fc, Joel,John Stones,Bryan Oviedo,SÃ©amus Coleman,Ramiro Funes Mori,Darron Gibson,Muhamed BeÅ¡iÄ,Leon Osman,Arouna KonÃ©,Kevin Mirallas, Gerard Deulofeu,Fraser Forster, JosÃ© Fonte,Cuco Martina,Virgil van Dijk,Ryan Bertrand,Jordy Clasie,Victor Wanyama,Shane Long,Sadio ManÃ©,DuÅ¡an TadiÄ,Graziano PellÃ¨,1.0,1.0,2016
everton-fc,stoke-city,Tim Howard,John Stones,SÃ©amus Coleman,Ramiro Funes Mori,Brendan Galloway,James McCarthy,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku, Gerard Deulofeu,Jack Butland,Erik Pieters,Glen Johnson,Ryan Shawcross,Geoff Cameron,Philipp Wollscheid,Glenn Whelan,Ibrahim Afellay,Xherdan Shaqiri,Marko ArnautoviÄ, Bojan,3.0,4.0,2016
everton-fc,sunderland-afc,Tim Howard,John Stones,Bryan Oviedo,SÃ©amus Coleman,Ramiro Funes Mori,James McCarthy,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku, Gerard Deulofeu,Costel Pantilimon,Billy Jones,Patrick van Aanholt,Wes Brown,SebastiÃ¡n Coates,DeAndre Yedlin,Lee Cattermole,Adam Johnson,Yann M'Vila,Jermain Defoe,Steven Fletcher,6.0,2.0,2016
everton-fc,swansea-city,Tim Howard,Leighton Baines,John Stones,Bryan Oviedo,Ramiro Funes Mori,Muhamed BeÅ¡iÄ,Gareth Barry,Ross Barkley,Romelu Lukaku,Kevin Mirallas, Gerard Deulofeu,Åukasz FabiaÅski,Neil Taylor,Ashley Williams, Ãngel Rangel,Federico FernÃ¡ndez,Sung-yueng Ki,Leon Britton,Gylfi SigurÃ°sson,Jack Cork,AndrÃ© Ayew,Wayne Routledge,1.0,2.0,2016
everton-fc,tottenham-hotspur,Tim Howard,Leighton Baines,John Stones,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,Tom Cleverley,Gareth Barry,Ross Barkley,Arouna KonÃ©,Romelu Lukaku,Hugo Lloris,Kyle Walker,Toby Alderweireld,Jan Vertonghen,Ben Davies,Eric Dier,Dele Alli,Christian Eriksen,Tom Carroll,Harry Kane,Ãrik Lamela,1.0,1.0,2016
everton-fc,watford-fc,Tim Howard,John Stones,Phil Jagielka,SÃ©amus Coleman,Brendan Galloway,Tom Cleverley,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku,Kevin Mirallas, Gomes,Allan Nyom,Sebastian PrÃ¶dl,Craig Cathcart,JosÃ© Holebas, Jurado,Valon Behrami,Miguel LayÃºn,Ikechi Anya,Ãtienne Capoue,Troy Deeney,2.0,2.0,2016
everton-fc,west-bromwich-albion, Joel,Phil Jagielka,Bryan Oviedo,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,Tom Cleverley,James McCarthy,Gareth Barry,Ross Barkley,Romelu Lukaku,Ben Foster,Jonas Olsson,James Chester,Jonny Evans,Craig Dawson,Claudio Yacob,Darren Fletcher,StÃ©phane SessÃ¨gnon,James McClean,Saido Berahino,SalomÃ³n RondÃ³n,0.0,1.0,2016
everton-fc,west-ham-united, Joel,John Stones,Phil Jagielka,Bryan Oviedo,SÃ©amus Coleman,Ramiro Funes Mori,Aaron Lennon,James McCarthy,Ross Barkley,Romelu Lukaku,Kevin Mirallas, AdriÃ¡n,Aaron Cresswell,Angelo Ogbonna,Reece Oxford,Cheikhou KouyatÃ©, Pedro Obiang,Mark Noble,Dimitri Payet,Manuel Lanzini,Michail Antonio,Emmanuel Emenike,2.0,3.0,2016
leicester-city,afc-bournemouth,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Leonardo Ulloa,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Harry Arter,Junior Stanislas,Matt Ritchie,Joshua King,0.0,0.0,2016
leicester-city,arsenal-fc,Kasper Schmeichel,Ritchie De Laet,Wes Morgan,Robert Huth,Jeffrey Schlupp,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Petr Äech,Per Mertesacker,Laurent Koscielny, Nacho Monreal, HÃ©ctor BellerÃ­n,Mesut Ãzil,Aaron Ramsey, Santi Cazorla,Mathieu Flamini,Theo Walcott,Alexis SÃ¡nchez,2.0,5.0,2016
leicester-city,aston-villa,Kasper Schmeichel,Ritchie De Laet,Wes Morgan,Robert Huth,Jeffrey Schlupp,Danny Drinkwater,Marc Albrighton,Riyad Mahrez,GÃ¶khan Inler,Jamie Vardy,Shinji Okazaki,Brad Guzan,Micah Richards,Leandro Bacuna,Joleon Lescott,Jordan Amavi,Scott Sinclair,Ashley Westwood,Carlos SÃ¡nchez,Jack Grealish,Gabriel Agbonlahor, Carles Gil,3.0,2.0,2016
leicester-city,chelsea-fc,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Leonardo Ulloa,Thibaut Courtois,Branislav IvanoviÄ,Kurt Zouma,John Terry, Azpilicueta, Ramires, Oscar,Nemanja MatiÄ, Willian,Eden Hazard, Diego Costa,2.0,1.0,2016
leicester-city,crystal-palace,Kasper Schmeichel,Wes Morgan,Robert Huth,Jeffrey Schlupp,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Wayne Hennessey,Adrian Mariappa,Brede Hangeland,Scott Dann,Martin Kelly,Yohan Cabaye,Yannick Bolasie,James McArthur,Bakary Sako,Jason Puncheon,Fraizer Campbell,1.0,0.0,2016
leicester-city,everton-fc,Kasper Schmeichel,Wes Morgan,Danny Simpson,Marcin Wasilewski,Christian Fuchs,Andy King,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki, Joel,Leighton Baines,John Stones,Bryan Oviedo,Matthew Pennington,Aaron Lennon,Tom Cleverley,James McCarthy,Ross Barkley,Romelu Lukaku,Oumar Niasse,3.0,1.0,2016
leicester-city,liverpool-fc,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Mamadou Sakho, Alberto Moreno,James Milner,Jordan Henderson,Adam Lallana, Lucas Leiva,Emre Can, Roberto Firmino,2.0,0.0,2016
leicester-city,manchester-city,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,GÃ¶khan Inler,Jamie Vardy,Joe Hart,Bacary Sagna,Aleksandar Kolarov,Eliaquim Mangala,NicolÃ¡s Otamendi,Kevin De Bruyne, David Silva, Fernandinho,Yaya TourÃ©,Raheem Sterling,Kun AgÃ¼ero,0.0,0.0,2016
leicester-city,manchester-united,Kasper Schmeichel,Wes Morgan,Robert Huth,Danny Simpson,Christian Fuchs,Danny Drinkwater,Marc Albrighton,N'Golo KantÃ©,Riyad Mahrez,Jamie Vardy,Shinji Okazaki, De Gea,Chris Smalling,Daley Blind,Paddy McNair,Matteo Darmian, Mata,Michael Carrick,Ashley Young,Bastian Schweinsteiger,Anthony Martial,Wayne Rooney,1.0,1.0,2016
